,Label,Message,Vectors
480,ham,"almost there, see u in a sec","[0, 0, 0, 0, 0]"
481,ham,"yo carlos, a few friends are already asking me about you, you working at all this weekend?","[0, 0, 0, 0, 0]"
482,ham,watching tv lor...,"[0, 0, 0, 0, 0]"
483,ham,thank you baby! i cant wait to taste the real thing...,"[0, 0, 0, 0, 0]"
484,ham,you should change your fb to jaykwon thuglyfe falconerf,"[0, 0, 0, 0, 0]"
485,ham,if we win its really no 1 side for long time.,"[0, 0, 0, 0, 0]"
486,spam,"free message activate your 500 free text messages by replying to this message with the word free for terms & conditions, visit www.07781482378.com","[0, 1, 0, 0, 0]"
487,ham,dear reached railway. what happen to you,"[0, 0, 0, 0, 0]"
488,ham,"depends on quality. if you want the type i sent boye, faded glory, then about 6. if you want ralphs maybe 2","[0, 0, 1, 0, 0]"
489,ham,i think i've fixed it can you send a test message?,"[0, 0, 0, 0, 0]"
490,ham,"sorry man my account's dry or i would, if you want we could trade back half or i could buy some shit with my credit card","[0, 0, 0, 0, 0]"
491,spam,"congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! c suprman v, matrix3, starwars3, etc all 4 free! bx420-ip4-5we. 150pm. dont miss out!","[1, 0, 1, 0, 0]"
492,ham,"sorry,in meeting i'll call later","[1, 0, 0, 0, 0]"
493,ham,what class of  &lt;#&gt;  reunion?,"[0, 0, 0, 0, 0]"
494,ham,are you free now?can i call now?,"[1, 1, 0, 0, 0]"
495,ham,got meh... when?,"[0, 0, 0, 0, 0]"
496,ham,nope... think i will go for it on monday... sorry i replied so late,"[0, 0, 0, 0, 0]"
497,ham,some of them told accenture is not confirm. is it true.,"[0, 0, 0, 0, 0]"
498,ham,"kate jackson rec center before 7ish, right?","[0, 0, 0, 0, 0]"
499,ham,dear i have reache room,"[0, 0, 0, 0, 0]"
500,ham,"fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.","[0, 0, 0, 0, 0]"
501,ham,when can �_ come out?,"[0, 0, 0, 0, 0]"
502,ham,check with nuerologist.,"[0, 0, 0, 0, 0]"
503,ham,lolnice. i went from a fish to ..water.?,"[0, 0, 0, 0, 0]"
504,spam,+123 congratulations - in this week's competition draw u have won the �1450 prize to claim just call 09050002311 b4280703. t&cs/stop sms 08718727868. over 18 only 150ppm,"[1, 0, 0, 0, 0]"
505,ham,no it's waiting in e car dat's bored wat. cos wait outside got nothing 2 do. at home can do my stuff or watch tv wat.,"[0, 0, 1, 0, 0]"
506,ham,"maybe westshore or hyde park village, the place near my house?","[0, 0, 0, 0, 0]"
507,ham,you should know now. so how's anthony. are you bringing money. i've school fees to pay and rent and stuff like that. thats why i need your help. a friend in need....|,"[0, 0, 0, 0, 0]"
508,ham,what's the significance?,"[0, 0, 0, 0, 0]"
509,ham,your opinion about me? 1. over 2. jada 3. kusruthi 4. lovable 5. silent 6. spl character 7. not matured 8. stylish 9. simple pls reply..,"[0, 0, 0, 0, 0]"
510,ham,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try","[0, 0, 0, 0, 0]"
511,ham,prabha..i'm soryda..realy..frm heart i'm sory,"[0, 0, 0, 0, 0]"
512,ham,lol ok your forgiven :),"[0, 0, 0, 0, 0]"
513,ham,no..jst change tat only..,"[0, 0, 0, 0, 0]"
514,spam,"you are guaranteed the latest nokia phone, a 40gb ipod mp3 player or a �500 prize! txt word: collect to no: 83355! ibhltd ldnw15h 150p/mtmsgrcvd18+","[0, 0, 0, 0, 1]"
515,ham,s:)no competition for him.,"[0, 0, 0, 0, 0]"
516,spam,boltblue tones for 150p reply poly# or mono# eg poly3 1. cha cha slide 2. yeah 3. slow jamz 6. toxic 8. come with me or stop 4 more tones txt more,"[0, 0, 0, 0, 1]"
517,spam,your credits have been topped up for http://www.bubbletext.com your renewal pin is tgxxrz,"[0, 0, 0, 0, 0]"
518,ham,"that way transport is less problematic than on sat night. by the way, if u want to ask  n  to join my bday, feel free. but need to know definite nos as booking on fri. ","[0, 0, 0, 0, 0]"
519,ham,usually the person is unconscious that's in children but in adults they may just behave abnormally. i.ll call you now,"[1, 0, 0, 0, 0]"
520,ham,but that's on ebay it might be less elsewhere.,"[0, 0, 0, 0, 0]"
521,ham,shall i come to get pickle,"[0, 0, 0, 0, 0]"
522,ham,were gonna go get some tacos,"[0, 0, 0, 0, 0]"
523,ham,"that's very rude, you on campus?","[0, 0, 0, 0, 0]"
524,spam,"urgent!: your mobile no. was awarded a �2,000 bonus caller prize on 02/09/03! this is our 2nd attempt to contact you! call 0871-872-9755 box95qu","[1, 0, 0, 0, 0]"
525,ham,hi i won't b ard 4 christmas. but do enjoy n merry x'mas.,"[0, 0, 0, 0, 0]"
526,spam,"today's offer! claim ur �150 worth of discount vouchers! text yes to 85023 now! savamob, member offers mobile! t cs 08717898035. �3.00 sub. 16 . unsub reply x","[0, 0, 0, 1, 0]"
527,ham,yes! how is a pretty lady like you single?,"[0, 0, 0, 0, 0]"
528,spam,you will recieve your tone within the next 24hrs. for terms and conditions please see channel u teletext pg 750,"[0, 0, 0, 0, 0]"
529,ham,jay says that you're a double-faggot,"[0, 0, 0, 0, 0]"
530,spam,private! your 2003 account statement for 07815296484 shows 800 un-redeemed s.i.m. points. call 08718738001 identifier code 41782 expires 18/11/04,"[1, 0, 0, 0, 0]"
531,ham,what today-sunday..sunday is holiday..so no work..,"[0, 0, 0, 0, 0]"
532,ham,gudnite....tc...practice going on,"[0, 0, 0, 0, 0]"
533,ham,i'll be late...,"[0, 0, 0, 0, 0]"
534,ham,"i've not called you in a while. this is hoping it was l8r malaria and that you know that we miss you guys. i miss bani big, so pls give her my love especially. have a great day.","[0, 0, 0, 0, 0]"
535,ham,"good afternoon, my love! how goes that day ? i hope maybe you got some leads on a job. i think of you, boytoy and send you a passionate kiss from across the sea","[0, 0, 0, 0, 0]"
536,ham,"probably gonna be here for a while, see you later tonight &lt;)","[0, 0, 0, 0, 0]"
537,ham,or maybe my fat fingers just press all these buttons and it doesn't know what to do.,"[0, 0, 0, 0, 0]"
538,ham,ummmmmaah many many happy returns of d day my dear sweet heart.. happy birthday dear,"[0, 0, 0, 0, 0]"
539,ham,"i am in tirupur da, once you started from office call me.","[1, 0, 0, 0, 0]"
540,spam,from www.applausestore.com monthlysubscription@50p/msg max6/month t&csc web age16 2stop txt stop,"[0, 0, 0, 0, 1]"
541,ham,"a famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'married'","[0, 0, 0, 0, 0]"
542,ham,but am going to college pa. what to do. are else ill come there it self. pa.,"[0, 0, 0, 0, 0]"
543,ham,4 oclock at mine. just to bash out a flat plan.,"[0, 0, 0, 0, 0]"
544,ham,this girl does not stay in bed. this girl doesn't need recovery time. id rather pass out while having fun then be cooped up in bed,"[0, 0, 0, 0, 0]"
545,ham,then any special there?,"[0, 0, 0, 0, 0]"
546,ham,i know but you need to get hotel now. i just got my invitation but i had to apologise. cali is to sweet for me to come to some english bloke's weddin,"[0, 0, 0, 0, 0]"
547,ham,"sorry that took so long, omw now","[0, 0, 0, 0, 0]"
548,ham,wait  &lt;#&gt;  min..,"[0, 0, 0, 0, 0]"
549,ham,ok give me 5 minutes i think i see her. btw you're my alibi. you were cutting my hair the whole time.,"[0, 0, 0, 0, 0]"
550,ham,"imagine you finally get to sink into that bath after i have put you through your paces, maybe even having you eat me for a while before i left ... but also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... enjoy, my cuck","[0, 0, 0, 0, 0]"
551,ham,"hurry up, i've been weed-deficient for like three days","[0, 0, 0, 0, 0]"
552,ham,"sure, if i get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo","[0, 0, 0, 0, 0]"
553,ham,ok. every night take a warm bath drink a cup of milk and you'll see a work of magic. you still need to loose weight. just so that you know,"[0, 0, 0, 0, 0]"
554,ham,i���ll have a look at the frying pan in case it���s cheap or a book perhaps. no that���s silly a frying pan isn���t likely to be a book,"[0, 0, 0, 0, 0]"
555,ham,o. well uv causes mutations. sunscreen is like essential thesedays,"[0, 0, 0, 0, 0]"
556,ham,having lunch:)you are not in online?why?,"[0, 0, 0, 0, 0]"
557,ham,i know that my friend already told that.,"[0, 0, 0, 0, 0]"
558,ham,hi princess! thank you for the pics. you are very pretty. how are you?,"[0, 0, 0, 0, 0]"
559,ham,"aiyo... u always c our ex one... i dunno abt mei, she haven reply... first time u reply so fast... y so lucky not workin huh, got bao by ur sugardad ah...gee.. ","[0, 0, 0, 1, 0]"
560,ham,hi msg me:)i'm in office..,"[0, 0, 0, 0, 0]"
561,ham,thanx 4 e brownie it's v nice...,"[0, 0, 0, 0, 0]"
562,ham,geeeee ... i love you so much i can barely stand it,"[0, 0, 0, 0, 0]"
563,spam,gent! we are trying to contact you. last weekends draw shows that you won a �1000 prize guaranteed. call 09064012160. claim code k52. valid 12hrs only. 150ppm,"[1, 0, 0, 0, 0]"
564,ham,"fuck babe ... i miss you already, you know ? can't you let me send you some money towards your net ? i need you ... i want you ... i crave you ...","[0, 0, 0, 0, 0]"
565,ham,"ill call u 2mrw at ninish, with my address that icky american freek wont stop callin me 2 bad jen k eh?","[1, 0, 1, 0, 0]"
566,ham,oooh bed ridden ey? what are you thinking of?,"[0, 0, 0, 0, 0]"
567,ham,"so anyways, you can just go to your gym or whatever, my love *smiles* i hope your ok and having a good day babe ... i miss you so much already","[0, 0, 0, 0, 0]"
568,ham,love it! daddy will make you scream with pleasure! i am going to slap your ass with my dick!,"[0, 0, 0, 0, 0]"
569,ham,wot u wanna do then missy?,"[0, 0, 0, 0, 0]"
570,ham,yar lor wait 4 my mum 2 finish sch then have lunch lor... i whole morning stay at home clean my room now my room quite clean... hee...,"[0, 0, 1, 0, 0]"
571,ham,do you know where my lab goggles went,"[0, 0, 0, 0, 0]"
572,ham,can you open the door?,"[0, 0, 0, 0, 0]"
573,ham,waiting for your call.,"[0, 0, 0, 0, 0]"
574,ham,nope i waiting in sch 4 daddy...,"[0, 0, 0, 0, 0]"
575,spam,"you have won ?1,000 cash or a ?2,000 prize! to claim, call09050000327","[0, 0, 0, 0, 0]"
576,ham,"i'm tired of arguing with you about this week after week. do what you want and from now on, i'll do the same.","[0, 0, 0, 0, 0]"
577,ham,�� wait 4 me in sch i finish ard 5..,"[0, 0, 0, 0, 0]"
578,spam,"our mobile number has won �5000, to claim calls us back or ring the claims hot line on 09050005321.","[0, 0, 0, 0, 0]"
579,ham,"arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin bite me, bite me.","[0, 0, 0, 0, 0]"
580,ham,huh so early.. then �_ having dinner outside izzit?,"[0, 0, 0, 0, 0]"
581,ham,ok anyway no need to change with what you said,"[0, 0, 0, 0, 0]"
582,spam,we tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,"[1, 1, 0, 0, 0]"
583,ham,my ex-wife was not able to have kids. do you want kids one day?,"[0, 0, 0, 0, 0]"
584,ham,so how's scotland. hope you are not over showing your jjc tendencies. take care. live the dream,"[0, 0, 0, 0, 0]"
585,ham,tell them u have a headache and just want to use 1 hour of sick time.,"[0, 0, 0, 0, 0]"
586,ham,"i dun thk i'll quit yet... hmmm, can go jazz ? yogasana oso can... we can go meet em after our lessons den... ","[0, 0, 0, 0, 0]"
587,ham,"\pete can you please ring meive hardly gotany credit\""""","[0, 0, 0, 0, 0]"
588,ham,ya srsly better than yi tho,"[0, 0, 0, 0, 0]"
589,ham,"i'm in a meeting, call me later at","[1, 0, 0, 0, 0]"
590,spam,"for ur chance to win a �250 wkly shopping spree txt: shop to 80878. t's&c's www.txt-2-shop.com custcare 08715705022, 1x150p/wk","[0, 0, 0, 1, 0]"
591,spam,you have been specially selected to receive a 2000 pound award! call 08712402050 before the lines close. cost 10ppm. 16+. t&cs apply. ag promo,"[1, 0, 0, 0, 0]"
592,spam,private! your 2003 account statement for 07753741225 shows 800 un-redeemed s. i. m. points. call 08715203677 identifier code: 42478 expires 24/10/04,"[1, 0, 0, 0, 0]"
593,ham,you still at grand prix?,"[0, 0, 0, 0, 0]"
594,ham,"i met you as a stranger and choose you as my friend. as long as the world stands, our friendship never ends. lets be friends forever!!! gud nitz...","[0, 0, 0, 0, 0]"
595,ham,i am great! how are you?,"[0, 0, 0, 0, 0]"
596,ham,gud mrng dear have a nice day,"[0, 0, 0, 0, 0]"
597,spam,you have an important customer service announcement. call freephone 0800 542 0825 now!,"[1, 0, 0, 0, 0]"
598,ham,will do. was exhausted on train this morning. too much wine and pie. you sleep well too,"[0, 0, 0, 0, 0]"
599,ham,i'm going out to buy mum's present ar.,"[0, 0, 0, 0, 0]"
600,ham,mind blastin.. no more tsunamis will occur from now on.. rajnikant stopped swimming in indian ocean..:-d,"[0, 0, 0, 0, 0]"
601,ham,if u sending her home first it's ok lor. i'm not ready yet.,"[0, 0, 0, 0, 0]"
602,ham,speaking of does he have any cash yet?,"[0, 0, 0, 0, 0]"
603,ham,be happy there. i will come after noon,"[0, 0, 0, 0, 0]"
604,ham,meet after lunch la...,"[0, 0, 0, 0, 0]"
605,ham,take care n get well soon,"[0, 0, 0, 0, 0]"
606,spam,xclusive@clubsaisai 2morow 28/5 soiree speciale zouk with nichols from paris.free roses 2 all ladies !!! info: 07946746291/07880867867,"[0, 0, 1, 0, 0]"
607,ham,what i meant to say is cant wait to see u again getting bored of this bridgwater banter,"[0, 0, 0, 0, 0]"
608,ham,neva mind it's ok..,"[0, 0, 0, 0, 0]"
609,ham,"it's fine, imma get a drink or somethin. want me to come find you?","[0, 0, 0, 0, 0]"
610,spam,22 days to kick off! for euro2004 u will be kept up to date with the latest news and results daily. to be removed send get txt stop to 83222,"[0, 0, 0, 0, 1]"
611,ham,its a valentine game. . . send dis msg to all ur friends. .. if 5 answers r d same then someone really loves u. ques- which colour suits me the best?rply me,"[0, 0, 0, 1, 0]"
612,ham,i have many dependents,"[0, 0, 0, 0, 0]"
613,ham,thanx4 today cer it was nice 2 catch up but we ave 2 find more time more often oh well take care c u soon.c,"[0, 0, 1, 0, 0]"
614,ham,i called and said all to him:)then he have to choose this future.,"[0, 0, 0, 0, 0]"
615,ham,"\happy valentines day\"" i know its early but i have hundreds of handsomes and beauties to wish. so i thought to finish off aunties and uncles 1st...""","[0, 0, 0, 0, 0]"
616,ham,he like not v shock leh. cos telling shuhui is like telling leona also. like dat almost all know liao. he got ask me abt ur reaction lor.,"[0, 0, 0, 1, 0]"
617,ham,for my family happiness..,"[0, 0, 0, 0, 0]"
618,ham,i come n pick �_ up... come out immediately aft ur lesson...,"[0, 0, 0, 1, 0]"
619,ham,let there be snow. let there be snow. this kind of weather brings ppl together so friendships can grow.,"[0, 0, 0, 0, 0]"
620,ham,dear we got  &lt;#&gt;  dollars hi hi,"[0, 0, 0, 0, 0]"
621,ham,good words.... but words may leave u in dismay many times.,"[0, 0, 0, 0, 0]"
622,ham,make sure alex knows his birthday is over in fifteen minutes as far as you're concerned,"[0, 0, 0, 0, 0]"
623,ham,"sorry, no, have got few things to do. may be in pub later.","[0, 0, 0, 0, 0]"
624,ham,"nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash","[0, 0, 0, 0, 0]"
625,ham,"haha good to hear, i'm officially paid and on the market for an 8th","[0, 0, 0, 0, 0]"
626,ham,how many licks does it take to get to the center of a tootsie pop?,"[0, 0, 0, 0, 0]"
627,ham,yup i thk they r e teacher said that will make my face look longer. darren ask me not 2 cut too short.,"[0, 0, 1, 0, 0]"
628,spam,new textbuddy chat 2 horny guys in ur area 4 just 25p free 2 receive search postcode or at gaytextbuddy.com. txt one name to 89693,"[0, 1, 1, 1, 1]"
629,spam,todays vodafone numbers ending with 4882 are selected to a receive a �350 award. if your number matches call 09064019014 to receive your �350 award.,"[1, 0, 0, 0, 0]"
630,ham,please dont say like that. hi hi hi,"[0, 0, 0, 0, 0]"
631,ham,thank u!,"[0, 0, 0, 0, 0]"
632,ham,oh that was a forwarded message. i thought you send that to me,"[0, 0, 0, 0, 0]"
633,ham,got it. seventeen pounds for seven hundred ml ��� hope ok.,"[0, 0, 0, 0, 0]"
634,spam,"dear voucher holder, 2 claim this weeks offer, at your pc go to http://www.e-tlp.co.uk/expressoffer ts&cs apply.2 stop texts txt stop to 80062.","[0, 0, 1, 0, 1]"
635,ham,me n him so funny...,"[0, 0, 0, 0, 0]"
636,ham,"sweetheart, hope you are not having that kind of day! have one with loads of reasons to smile. biola","[0, 0, 0, 0, 0]"
637,ham,when �_ login dat time... dad fetching �_ home now?,"[0, 0, 0, 0, 0]"
638,ham,"what will we do in the shower, baby?","[0, 0, 0, 0, 0]"
639,ham,i had askd u a question some hours before. its answer,"[0, 0, 0, 0, 0]"
640,ham,"well imma definitely need to restock before thanksgiving, i'll let you know when i'm out","[0, 0, 0, 0, 0]"
641,ham," said kiss, kiss, i can't do the sound effects! he is a gorgeous man isn't he! kind of person who needs a smile to brighten his day! ","[0, 0, 0, 0, 0]"
642,ham,probably gonna swing by in a wee bit,"[0, 0, 0, 0, 0]"
643,ham,ya very nice. . .be ready on thursday,"[0, 0, 0, 0, 0]"
644,ham,allo! we have braved the buses and taken on the trains and triumphed. i mean we���re in b���ham. have a jolly good rest of week,"[0, 0, 0, 0, 0]"
645,ham,"watching cartoon, listening music &amp; at eve had to go temple &amp; church.. what about u?","[0, 0, 0, 0, 0]"
646,ham,do you mind if i ask what happened? you dont have to say if it is uncomfortable.,"[0, 0, 0, 0, 0]"
647,spam,private! your 2003 account statement for shows 800 un-redeemed s. i. m. points. call 08715203694 identifier code: 40533 expires 31/10/04,"[1, 0, 0, 0, 0]"
648,ham,no prob. i will send to your email.,"[0, 0, 0, 0, 0]"
649,spam,"you have won ?1,000 cash or a ?2,000 prize! to claim, call09050000327. t&c: rstm, sw7 3ss. 150ppm","[0, 0, 0, 0, 0]"
650,ham,thats cool! sometimes slow and gentle. sonetimes rough and hard :),"[0, 0, 0, 0, 0]"
651,ham,i'm gonna say no. sorry. i would but as normal am starting to panic about time. sorry again! are you seeing on tuesday?,"[0, 0, 0, 0, 0]"
652,ham,"wait, do you know if wesleys in town? i bet she does hella drugs!","[0, 0, 0, 0, 0]"
653,ham,fine i miss you very much.,"[0, 0, 0, 0, 0]"
654,ham,did u got that persons story,"[0, 0, 0, 0, 0]"
655,ham,tell them the drug dealer's getting impatient,"[0, 0, 0, 0, 0]"
656,ham,"sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. i cant come to meet u, but can send my care as msg to u. gud evng","[0, 0, 0, 0, 0]"
657,ham,you will be in the place of that man,"[0, 0, 0, 0, 0]"
658,ham,"it doesnt make sense to take it there unless its free. if you need to know more, wikipedia.com","[0, 0, 0, 0, 0]"
659,spam,88800 and 89034 are premium phone services call 08718711108,"[1, 0, 0, 0, 0]"
660,ham,"under the sea, there lays a rock. in the rock, there is an envelope. in the envelope, there is a paper. on the paper, there are 3 words... '","[0, 0, 0, 0, 0]"
661,ham,then mum's repent how?,"[0, 0, 0, 0, 0]"
662,ham,sorry me going home first... daddy come fetch �_ later...,"[0, 0, 0, 0, 0]"
663,ham,leave it de:-). start prepare for next:-)..,"[0, 0, 0, 0, 0]"
664,ham,yes baby! we can study all the positions of the kama sutra ;),"[0, 0, 0, 0, 0]"
665,ham,en chikku nange bakra msg kalstiya..then had tea/coffee?,"[0, 0, 0, 0, 0]"
666,ham,carlos'll be here in a minute if you still need to buy,"[0, 0, 0, 0, 0]"
667,ham,this pay is  &lt;decimal&gt;  lakhs:),"[0, 0, 0, 0, 0]"
668,ham,have a good evening! ttyl,"[0, 0, 0, 0, 0]"
669,ham,did u receive my msg?,"[0, 0, 0, 0, 0]"
670,ham,ho ho - big belly laugh! see ya tomo,"[0, 0, 0, 0, 0]"
671,spam,sms. ac sun0819 posts hello:\you seem cool,"[0, 0, 0, 0, 0]"
672,spam,get ur 1st ringtone free now! reply to this msg with tone. gr8 top 20 tones to your phone every week just �1.50 per wk 2 opt out send stop 08452810071 16,"[0, 1, 1, 1, 0]"
673,ham,"ditto. and you won't have to worry about me saying anything to you anymore. like i said last night, you do whatever you want and i'll do the same. peace.","[0, 0, 0, 0, 0]"
674,ham,"i've got  &lt;#&gt; , any way i could pick up?","[0, 0, 0, 0, 0]"
675,ham,"i dont knw pa, i just drink milk..","[0, 0, 0, 0, 0]"
676,ham,maybe?! say hi to  and find out if  got his card. great escape or wetherspoons?,"[0, 0, 0, 0, 0]"
677,ham,"piggy, r u awake? i bet u're still sleeping. i'm going 4 lunch now...","[0, 0, 0, 0, 0]"
678,ham,cause i'm not freaky lol,"[0, 0, 0, 0, 0]"
679,ham,missed your call cause i was yelling at scrappy. miss u. can't wait for u to come home. i'm so lonely today.,"[1, 0, 0, 0, 0]"
680,ham,what is this 'hex' place you talk of? explain!,"[0, 0, 0, 0, 0]"
681,ham,�� log off 4 wat. it's sdryb8i,"[0, 0, 0, 0, 0]"
682,ham,is xy going 4 e lunch?,"[0, 0, 0, 0, 0]"
683,spam,hi i'm sue. i am 20 years old and work as a lapdancer. i love sex. text me live - i'm i my bedroom now. text sue to 89555. by textoperator g2 1da 150ppmsg 18+,"[0, 0, 0, 0, 0]"
684,ham,i wanted to ask �_ to wait 4 me to finish lect. cos my lect finishes in an hour anyway.,"[0, 0, 0, 0, 0]"
685,ham,have you finished work yet? :),"[0, 0, 0, 0, 0]"
686,ham,"every king was once a crying baby and every great building was once a map.. not imprtant where u r today, but where u wil reach tomorw. gud ni8","[0, 0, 0, 0, 0]"
687,ham,"dear,me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.","[1, 0, 0, 0, 0]"
688,ham,thanks love. but am i doing torch or bold.,"[0, 0, 0, 0, 0]"
689,spam,<forwarded from 448712404000>please call 08712404000 immediately as there is an urgent message waiting for you.,"[1, 0, 0, 0, 0]"
690,ham,was the farm open?,"[0, 0, 0, 0, 0]"
691,ham,"sorry to trouble u again. can buy 4d for my dad again? 1405, 1680, 1843. all 2 big 1 small, sat n sun. thanx.","[0, 0, 1, 0, 0]"
692,ham,"my sister in law, hope you are having a great month. just saying hey. abiola","[0, 0, 0, 0, 0]"
693,ham,will purchase d stuff today and mail to you. do you have a po box number?,"[0, 0, 0, 0, 0]"
694,ham,ah poop. looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,"[0, 0, 0, 0, 0]"
695,ham,good. good job. i like entrepreneurs,"[0, 0, 0, 0, 0]"
696,ham,"aight, you close by or still down around alex's place?","[0, 0, 0, 0, 0]"
697,ham,meet you in corporation st outside gap ��_ you can see how my mind is working!,"[0, 0, 0, 0, 0]"
698,ham,mum ask �_ to buy food home...,"[0, 0, 0, 0, 0]"
699,ham,k..u also dont msg or reply to his msg..,"[0, 0, 0, 0, 0]"
700,ham,how much r �_ willing to pay?,"[0, 0, 0, 0, 0]"
701,ham,"sorry, i'll call later","[1, 0, 0, 0, 0]"
702,ham,what is important is that you prevent dehydration by giving her enough fluids,"[0, 0, 0, 0, 0]"
703,ham,"thats a bit weird, even ?- where is the do supposed to be happening? but good idea, sure they will be in pub!","[0, 0, 0, 0, 0]"
704,ham,true dear..i sat to pray evening and felt so.so i sms'd you in some time...,"[0, 0, 0, 0, 0]"
705,ham,"i don't think i can get away for a trek that long with family in town, sorry","[0, 0, 0, 0, 0]"
706,ham,so when do you wanna gym harri,"[0, 0, 0, 0, 0]"
707,ham,quite late lar... ard 12 anyway i wun b drivin...,"[0, 0, 0, 0, 0]"
708,spam,"to review and keep the fantastic nokia n-gage game deck with club nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word out","[0, 0, 1, 0, 0]"
709,spam,4mths half price orange line rental & latest camera phones 4 free. had your phone 11mths+? call mobilesdirect free on 08000938767 to update now! or2stoptxt t&cs,"[1, 1, 0, 0, 0]"
710,ham,height of confidence: all the aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. aftr they sat they wer told dat the plane ws made by their students. dey all hurried out of d plane.. bt only 1 didnt move... he said:\if it is made by my students,"[0, 0, 1, 0, 0]"
711,ham,it just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,"[0, 0, 0, 0, 0]"
712,spam,08714712388 between 10am-7pm cost 10p,"[0, 0, 0, 0, 0]"
713,ham,"save yourself the stress. if the person has a dorm account, just send your account details and the money will be sent to you.","[0, 0, 0, 0, 0]"
714,ham,he also knows about lunch menu only da. . i know,"[0, 0, 0, 0, 0]"
715,ham,when i have stuff to sell i.ll tell you,"[0, 0, 0, 0, 0]"
716,spam,+449071512431 urgent! this is the 2nd attempt to contact u!u have won �1250 call 09071512433 b4 050703 t&csbcm4235wc1n3xx. callcost 150ppm mobilesvary. max�7. 50,"[1, 0, 0, 0, 0]"
717,ham,book which lesson? then you msg me... i will call up after work or sth... i'm going to get specs. my membership is px3748,"[1, 0, 0, 0, 0]"
718,spam,you have won a guaranteed �1000 cash or a �2000 prize. to claim yr prize call our customer service representative on 08714712394 between 10am-7pm,"[1, 0, 0, 0, 0]"
719,ham,macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.let life begin again.call me anytime,"[0, 0, 0, 0, 0]"
720,ham,oh is it? send me the address,"[0, 0, 0, 0, 0]"
721,ham,s'fine. anytime. all the best with it.,"[0, 0, 0, 0, 0]"
722,ham,that is wondar full flim.,"[0, 0, 0, 0, 0]"
723,ham,ya even those cookies have jelly on them,"[0, 0, 0, 0, 0]"
724,ham,"the world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.","[1, 0, 0, 0, 0]"
725,ham,got it! it looks scrumptious... daddy wants to eat you all night long!,"[0, 0, 0, 0, 0]"
726,ham,of cos can lar i'm not so ba dao ok... 1 pm lor... y u never ask where we go ah... i said u would ask on fri but he said u will ask today...,"[0, 0, 0, 0, 0]"
727,ham,"alright omw, gotta change my order to a half8th","[0, 0, 0, 0, 0]"
728,ham,exactly. anyways how far. is jide her to study or just visiting,"[0, 0, 0, 0, 0]"
729,ham,dunno y u ask me.,"[0, 0, 0, 0, 0]"
730,spam,email alertfrom: jeri stewartsize: 2kbsubject: low-cost prescripiton drvgsto listen to email call 123,"[1, 0, 0, 0, 0]"
731,ham,no he didn't. spring is coming early yay!,"[0, 0, 0, 0, 0]"
732,ham,lol you won't feel bad when i use her money to take you out to a steak dinner =d,"[0, 0, 0, 0, 0]"
733,ham,even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,"[0, 0, 0, 0, 0]"
734,ham,leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.rakhesh,"[0, 0, 0, 1, 0]"
735,ham,then why no one talking to me,"[0, 0, 0, 0, 0]"
736,ham,thanks for looking out for me. i really appreciate.,"[0, 0, 0, 0, 0]"
737,spam,hi. customer loyalty offer:the new nokia6650 mobile from only �10 at txtauction! txt word: start to no: 81151 & get yours now! 4t&ctxt tc 150p/mtmsg,"[0, 0, 0, 0, 1]"
738,ham,wish i were with you now!,"[0, 0, 0, 0, 0]"
739,ham,haha mayb u're rite... u know me well. da feeling of being liked by someone is gd lor. u faster go find one then all gals in our group attached liao.,"[0, 0, 0, 0, 0]"
740,ham,yes i will be there. glad you made it.,"[0, 0, 0, 0, 0]"
741,ham,do well :)all will for little time. thing of good times ahead:,"[0, 0, 0, 0, 0]"
742,ham,just got up. have to be out of the room very soon. ��_. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,"[0, 0, 0, 0, 0]"
